Date,Indian rupee (INR)
1988-04-07,5841.46
1988-04-08,5885.8
1988-04-11,6051.78
1988-04-12,5925.64
1988-04-13,5950.08
1988-04-14,5841.75
1988-04-15,5933.46
1988-04-18,5914.33
1988-04-19,5987.57
1988-04-20,5994.15
1988-04-21,5922.36
1988-04-22,6005.77
1988-04-25,5921.69
1988-04-26,5878.94
1988-04-27,5930.88
1988-04-28,5969.91
1988-04-29,5900.67
1988-05-02,5900.67
1988-05-03,5882.92
1988-05-04,5869.92
1988-05-05,5882.55
1988-05-06,5955.64
1988-05-09,5816.57
1988-05-10,5895.66
1988-05-11,5905.63
1988-05-12,5936.91
1988-05-13,5824.91
1988-05-16,5998.54
1988-05-17,6087.18
1988-05-18,5997.45
1988-05-19,6070.79
1988-05-20,5975.43
1988-05-23,6041.23
1988-05-24,6090.7
1988-05-25,6045.64
1988-05-26,6036.98
1988-05-27,5990.94
1988-05-30,6055.63
1988-05-31,6119.11
1988-06-01,6167.75
1988-06-02,6170.95
1988-06-03,6141.72
1988-06-06,6249.17
1988-06-07,6281.65
1988-06-08,6202.33
1988-06-09,6164.83
1988-06-10,6315.53
1988-06-13,6080.59
1988-06-14,6176.3
1988-06-15,6201.19
1988-06-16,6242.55
1988-06-17,6189.31
1988-06-20,6491.11
1988-06-21,6214.39
1988-06-22,6231.07
1988-06-23,6231.45
1988-06-24,6236.8
1988-06-27,6247.33
1988-06-28,6221.04
1988-06-29,6113.82
1988-06-30,6143.33
1988-07-01,6096.88
1988-07-04,6238.86
1988-07-05,6104.11
1988-07-06,6102.03
1988-07-07,6148.75
1988-07-08,6125.02
1988-07-11,6101.49
1988-07-12,6077.29
1988-07-13,6103.06
1988-07-14,6174.56
1988-07-15,6229.76
1988-07-18,6262.0
1988-07-19,6102.53
1988-07-20,6224.7
1988-07-21,6170.11
1988-07-22,6138.29
1988-07-25,6133.66
1988-07-26,6079.18
1988-07-27,6056.84
1988-07-28,6103.53
1988-07-29,6290.75
1988-08-01,6467.64
1988-08-02,6142.47
1988-08-03,6102.41
1988-08-04,6117.75
1988-08-05,6216.95
1988-08-08,6045.97
1988-08-09,6080.14
1988-08-10,6015.73
1988-08-11,6045.3
1988-08-12,6088.35
1988-08-15,6077.51
1988-08-16,6071.37
1988-08-17,6109.42
1988-08-18,6092.77
1988-08-19,6119.08
1988-08-22,6170.0
1988-08-23,6176.89
1988-08-24,6171.48
1988-08-25,6142.24
1988-08-26,6150.53
1988-08-29,6150.53
1988-08-30,6082.51
1988-08-31,6120.69
1988-09-01,6197.25
1988-09-02,6154.57
1988-09-05,6109.33
1988-09-06,6096.53
1988-09-07,6116.05
1988-09-08,6149.35
1988-09-09,6147.24
1988-09-12,5972.0
1988-09-13,6042.22
1988-09-14,6107.8
1988-09-15,6014.14
1988-09-16,5998.72
1988-09-19,5848.08
1988-09-20,5902.39
1988-09-21,5817.34
1988-09-22,5782.56
1988-09-23,5798.69
1988-09-26,5738.61
1988-09-27,5742.23
1988-09-28,5718.28
1988-09-29,5783.88
1988-09-30,5773.74
1988-10-03,5733.73
1988-10-04,5792.41
1988-10-05,5728.17
1988-10-06,5872.19
1988-10-07,5753.4
1988-10-10,5854.82
1988-10-11,5929.68
1988-10-12,5893.82
1988-10-13,5919.49
1988-10-14,5851.05
1988-10-17,6143.03
1988-10-18,6022.67
1988-10-19,6037.7
1988-10-20,6026.61
1988-10-21,5975.82
1988-10-24,5969.7
1988-10-25,5998.7
1988-10-26,6012.39
1988-10-27,5976.51
1988-10-28,6072.67
1988-10-31,6296.19
1988-11-01,6103.44
1988-11-02,6117.93
1988-11-03,6378.96
1988-11-04,6291.8
1988-11-07,6230.23
1988-11-08,6266.87
1988-11-09,6351.83
1988-11-10,6239.36
1988-11-11,6216.91
1988-11-14,6213.57
1988-11-15,6324.62
1988-11-16,6271.3
1988-11-17,6312.74
1988-11-18,6296.02
1988-11-21,6166.13
1988-11-22,6236.6
1988-11-23,6233.97
1988-11-24,6267.57
1988-11-25,6301.08
1988-11-28,6304.86
1988-11-29,6265.94
1988-11-30,6256.74
1988-12-01,6314.68
1988-12-02,6295.35
1988-12-05,6377.64
1988-12-06,6387.06
1988-12-07,6362.15
1988-12-08,6307.87
1988-12-09,6355.9
1988-12-12,6384.37
1988-12-13,6323.93
1988-12-14,6270.71
1988-12-15,6251.95
1988-12-16,6212.03
1988-12-19,6129.85
1988-12-20,6218.02
1988-12-21,6199.38
1988-12-22,6234.79
1988-12-23,6264.24
1988-12-26,6264.24
1988-12-27,6264.24
1988-12-28,6186.16
1988-12-29,6111.74
1988-12-30,6123.14
1989-01-02,6123.14
1989-01-03,6152.09
1989-01-04,6161.77
1989-01-05,6121.66
1989-01-06,6185.04
1989-01-09,6046.84
1989-01-10,6114.9
1989-01-11,6006.01
1989-01-12,6054.82
1989-01-13,6046.59
1989-01-16,6159.38
1989-01-17,6149.1
1989-01-18,6075.37
1989-01-19,6113.97
1989-01-20,6081.97
1989-01-23,6202.32
1989-01-24,6177.87
1989-01-25,6070.76
1989-01-26,6095.65
1989-01-27,6131.07
1989-01-30,5879.26
1989-01-31,5970.25
1989-02-01,5930.64
1989-02-02,5908.94
1989-02-03,5916.64
1989-02-06,5846.48
1989-02-07,5897.25
1989-02-08,5894.07
1989-02-09,5944.05
1989-02-10,5961.1
1989-02-13,6047.33
1989-02-14,5786.82
1989-02-15,5774.98
1989-02-16,5801.28
1989-02-17,5881.23
1989-02-20,5789.67
1989-02-21,5842.15
1989-02-22,5888.3
1989-02-23,5924.58
1989-02-24,5940.04
1989-02-27,5998.9
1989-02-28,5884.35
1989-03-01,5890.82
1989-03-02,5858.3
1989-03-03,5899.35
1989-03-06,5985.38
1989-03-07,5954.14
1989-03-08,6013.52
1989-03-09,5965.48
1989-03-10,5927.42
1989-03-13,6039.34
1989-03-14,5999.68
1989-03-15,6056.43
1989-03-16,5996.26
1989-03-17,6075.31
1989-03-20,6242.91
1989-03-21,6069.41
1989-03-22,6056.52
1989-03-23,6195.41
1989-03-24,6195.41
1989-03-27,6195.41
1989-03-28,6138.42
1989-03-29,5944.91
1989-03-30,5977.55
1989-03-31,5942.82
1989-04-03,5943.3
1989-04-04,5977.45
1989-04-05,5960.15
1989-04-06,5970.93
1989-04-07,5988.68
1989-04-10,6068.05
1989-04-11,6034.73
1989-04-12,6053.95
1989-04-13,6083.71
1989-04-14,6059.53
1989-04-17,5977.47
1989-04-18,5975.25
1989-04-19,6009.04
1989-04-20,5987.85
1989-04-21,6029.96
1989-04-24,6012.29
1989-04-25,6074.08
1989-04-26,6069.49
1989-04-27,6067.62
1989-04-28,5922.89
1989-05-01,5922.89
1989-05-02,5966.95
1989-05-03,5990.83
1989-05-04,5991.5
1989-05-05,6013.55
1989-05-08,6003.97
1989-05-09,6007.9
1989-05-10,6000.73
1989-05-11,6057.04
1989-05-12,6005.93
1989-05-15,6155.9
1989-05-16,5995.36
1989-05-17,6019.96
1989-05-18,5914.74
1989-05-19,6037.5
1989-05-22,6031.87
1989-05-23,5947.11
1989-05-24,5834.7
1989-05-25,5885.57
1989-05-26,6215.6
1989-05-29,5820.7
1989-05-30,5919.46
1989-05-31,5869.37
1989-06-01,5883.53
1989-06-02,5891.63
1989-06-05,5912.36
1989-06-06,5908.37
1989-06-07,6034.88
1989-06-08,6081.23
1989-06-09,5938.09
1989-06-12,5874.47
1989-06-13,5923.47
1989-06-14,5952.98
1989-06-15,5899.97
1989-06-16,6046.82
1989-06-19,5881.21
1989-06-20,6020.16
1989-06-21,5948.12
1989-06-22,6073.66
1989-06-23,5924.29
1989-06-26,6148.81
1989-06-27,6099.96
1989-06-28,6143.19
1989-06-29,6199.04
1989-06-30,6142.86
1989-07-03,6265.93
1989-07-04,6132.15
1989-07-05,5982.29
1989-07-06,6035.77
1989-07-07,6196.13
1989-07-10,6066.67
1989-07-11,6158.47
1989-07-12,6180.43
1989-07-13,6211.35
1989-07-14,6077.27
1989-07-17,6050.8
1989-07-18,6029.74
1989-07-19,6103.93
1989-07-20,6057.32
1989-07-21,6152.11
1989-07-24,6068.9
1989-07-25,6102.97
1989-07-26,6065.1
1989-07-27,6108.1
1989-07-28,6090.49
1989-07-31,6011.26
1989-08-01,6060.55
1989-08-02,6048.23
1989-08-03,6082.31
1989-08-04,6388.22
1989-08-07,6035.25
1989-08-08,5992.84
1989-08-09,6036.93
1989-08-10,6020.4
1989-08-11,6104.47
1989-08-14,5981.31
1989-08-15,6108.68
1989-08-16,6078.48
1989-08-17,6113.21
1989-08-18,6060.92
1989-08-21,6026.86
1989-08-22,6021.87
1989-08-23,6104.06
1989-08-24,5976.72
1989-08-25,5938.71
1989-08-28,5938.71
1989-08-29,5915.28
1989-08-30,5967.52
1989-08-31,5962.5
1989-09-01,6027.3
1989-09-04,5911.55
1989-09-05,5985.29
1989-09-06,5979.71
1989-09-07,5965.11
1989-09-08,5992.91
1989-09-11,5912.6
1989-09-12,5973.57
1989-09-13,5948.84
1989-09-14,6006.07
1989-09-15,5991.21
1989-09-18,5956.82
1989-09-19,6017.74
1989-09-20,6018.32
1989-09-21,6046.78
1989-09-22,6112.16
1989-09-25,6120.59
1989-09-26,6082.59
1989-09-27,6156.48
1989-09-28,6094.18
1989-09-29,6115.9
1989-10-02,6229.15
1989-10-03,6128.26
1989-10-04,6148.48
1989-10-05,6081.64
1989-10-06,6072.96
1989-10-09,6145.62
1989-10-10,6088.18
1989-10-11,6103.6
1989-10-12,6096.98
1989-10-13,6078.35
1989-10-16,6151.69
1989-10-17,6129.37
1989-10-18,6145.18
1989-10-19,6174.69
1989-10-20,6130.13
1989-10-23,6072.58
1989-10-24,6075.12
1989-10-25,6148.9
1989-10-26,6128.41
1989-10-27,6219.64
1989-10-30,6329.11
1989-10-31,6309.71
1989-11-01,6246.6
1989-11-02,6338.8
1989-11-03,6407.47
1989-11-06,6337.58
1989-11-07,6461.38
1989-11-08,6449.62
1989-11-09,6506.58
1989-11-10,6509.56
1989-11-13,6522.74
1989-11-14,6529.13
1989-11-15,6615.2
1989-11-16,6596.7
1989-11-17,6653.56
1989-11-20,6636.55
1989-11-21,6702.84
1989-11-22,6910.73
1989-11-23,6933.59
1989-11-24,7002.95
1989-11-27,6920.14
1989-11-28,6919.25
1989-11-29,6931.62
1989-11-30,6881.84
1989-12-01,6972.86
1989-12-04,6925.43
1989-12-05,6801.15
1989-12-06,6771.25
1989-12-07,6837.55
1989-12-08,6883.41
1989-12-11,6874.9
1989-12-12,6965.69
1989-12-13,6991.23
1989-12-14,6914.07
1989-12-15,6989.35
1989-12-18,6863.69
1989-12-19,7000.89
1989-12-20,6974.52
1989-12-21,6985.78
1989-12-22,6908.75
1989-12-25,6908.75
1989-12-26,6908.75
1989-12-27,6846.17
1989-12-28,6720.74
1989-12-29,6624.8
1990-01-01,6624.8
1990-01-02,6764.68
1990-01-03,6700.28
1990-01-04,6713.74
1990-01-05,6851.37
1990-01-08,6729.06
1990-01-09,6827.43
1990-01-10,6914.71
1990-01-11,6973.61
1990-01-12,7051.7
1990-01-15,6997.48
1990-01-16,7001.3
1990-01-17,6956.9
1990-01-18,7016.49
1990-01-19,6929.93
1990-01-22,6884.29
1990-01-23,6940.37
1990-01-24,7139.16
1990-01-25,7006.85
1990-01-26,7068.27
1990-01-29,7035.31
1990-01-30,7056.12
1990-01-31,7041.03
1990-02-01,7058.09
1990-02-02,7086.38
1990-02-05,7040.93
1990-02-06,7133.48
1990-02-07,7175.96
1990-02-08,7083.95
1990-02-09,7087.06
1990-02-12,7137.24
1990-02-13,7092.75
1990-02-14,7030.97
1990-02-15,7055.59
1990-02-16,7019.58
1990-02-19,6979.79
1990-02-20,7134.71
1990-02-21,7139.17
1990-02-22,7101.98
1990-02-23,7067.87
1990-02-26,6923.83
1990-02-27,6950.62
1990-02-28,6957.44
1990-03-01,6927.35
1990-03-02,6917.63
1990-03-05,6789.69
1990-03-06,6913.06
1990-03-07,6827.31
1990-03-08,6835.68
1990-03-09,6816.59
1990-03-12,6749.77
1990-03-13,6795.82
1990-03-14,6776.42
1990-03-15,6819.65
1990-03-16,6834.11
1990-03-19,6809.75
1990-03-20,6832.01
1990-03-21,6721.41
1990-03-22,6718.95
1990-03-23,6749.22
1990-03-26,6274.06
1990-03-27,6330.24
1990-03-28,6347.25
1990-03-29,6376.7
1990-03-30,6334.4
1990-04-02,6459.98
1990-04-03,6536.07
1990-04-04,6442.64
1990-04-05,6493.77
1990-04-06,6503.79
1990-04-09,6410.44
1990-04-10,6428.02
1990-04-11,6457.77
1990-04-12,6403.17
1990-04-13,6403.17
1990-04-16,6403.17
1990-04-17,6457.19
1990-04-18,6476.59
1990-04-19,6488.78
1990-04-20,6517.63
1990-04-23,6535.07
1990-04-24,6535.5
1990-04-25,6440.64
1990-04-26,6458.65
1990-04-27,6457.87
1990-04-30,6379.27
1990-05-01,6412.48
1990-05-02,6438.39
1990-05-03,6405.64
1990-05-04,6307.62
1990-05-07,6307.62
1990-05-08,6429.48
1990-05-09,6400.65
1990-05-10,6419.75
1990-05-11,6369.35
1990-05-14,6308.08
1990-05-15,6361.91
1990-05-16,6392.6
1990-05-17,6371.09
1990-05-18,6371.09
1990-05-21,6398.52
1990-05-22,6481.92
1990-05-23,6296.69
1990-05-24,6347.61
1990-05-25,6267.36
1990-05-28,6267.36
1990-05-29,6394.51
1990-05-30,6366.52
1990-05-31,6295.47
1990-06-01,6311.02
1990-06-04,6137.29
1990-06-05,6230.6
1990-06-06,6251.07
1990-06-07,6143.19
1990-06-08,6155.03
1990-06-11,6101.01
1990-06-12,6191.69
1990-06-13,6088.61
1990-06-14,6024.74
1990-06-15,6032.38
1990-06-18,6012.77
1990-06-19,6069.81
1990-06-20,6038.55
1990-06-21,6086.93
1990-06-22,6063.32
1990-06-25,6091.89
1990-06-26,6077.14
1990-06-27,6107.45
1990-06-28,6144.75
1990-06-29,6140.54
1990-07-02,6282.62
1990-07-03,6299.15
1990-07-04,6283.33
1990-07-05,6266.72
1990-07-06,6291.06
1990-07-09,6225.32
1990-07-10,6142.12
1990-07-11,6153.92
1990-07-12,6189.51
1990-07-13,6341.6
1990-07-16,6242.1
1990-07-17,6278.41
1990-07-18,6224.6
1990-07-19,6310.07
1990-07-20,6278.95
1990-07-23,6311.02
1990-07-24,6418.67
1990-07-25,6476.62
1990-07-26,6421.36
1990-07-27,6381.4
1990-07-30,6312.5
1990-07-31,6457.2
1990-08-01,6431.92
1990-08-02,6608.75
1990-08-03,6570.28
1990-08-06,6532.45
1990-08-07,6622.92
1990-08-08,6671.27
1990-08-09,6648.45
1990-08-10,6768.09
1990-08-13,6995.84
1990-08-14,7121.66
1990-08-15,6877.93
1990-08-16,6949.57
1990-08-17,7080.71
1990-08-20,6965.73
1990-08-21,7160.76
1990-08-22,7074.69
1990-08-23,7121.64
1990-08-24,7095.63
1990-08-27,7095.63
1990-08-28,6738.57
1990-08-29,6675.15
1990-08-30,6805.67
1990-08-31,6783.83
1990-09-03,6814.07
1990-09-04,6717.68
1990-09-05,6701.75
1990-09-06,6797.75
1990-09-07,6788.61
1990-09-10,6872.36
1990-09-11,6725.03
1990-09-12,6763.09
1990-09-13,6792.58
1990-09-14,6881.6
1990-09-17,6895.84
1990-09-18,6879.21
1990-09-19,6913.94
1990-09-20,6964.69
1990-09-21,7058.23
1990-09-24,7060.62
1990-09-25,7296.12
1990-09-26,7280.58
1990-09-27,7276.28
1990-09-28,7333.11
1990-10-01,7340.83
1990-10-02,6999.17
1990-10-03,7005.1
1990-10-04,7140.68
1990-10-05,7136.23
1990-10-08,6909.27
1990-10-09,7162.32
1990-10-10,7055.58
1990-10-11,6978.08
1990-10-12,6982.21
1990-10-15,6820.83
1990-10-16,6573.7
1990-10-17,6619.67
1990-10-18,6630.61
1990-10-19,6734.73
1990-10-22,6788.1
1990-10-23,6713.0
1990-10-24,6709.37
1990-10-25,6794.48
1990-10-26,6761.38
1990-10-29,6677.5
1990-10-30,6776.61
1990-10-31,6895.03
1990-11-01,6873.12
1990-11-02,6874.82
1990-11-05,6751.87
1990-11-06,6865.32
1990-11-07,6950.06
1990-11-08,6981.23
1990-11-09,6977.0
1990-11-12,6847.75
1990-11-13,6946.73
1990-11-14,6943.08
1990-11-15,6831.97
1990-11-16,6803.45
1990-11-19,6710.48
1990-11-20,6864.11
1990-11-21,6801.37
1990-11-22,6841.54
1990-11-23,6921.37
1990-11-26,6968.33
1990-11-27,6945.32
1990-11-28,6983.68
1990-11-29,7016.25
1990-11-30,6999.61
1990-12-03,6958.41
1990-12-04,6836.59
1990-12-05,6799.85
1990-12-06,6697.01
1990-12-07,6712.97
1990-12-10,6733.66
1990-12-11,6735.97
1990-12-12,6695.85
1990-12-13,6729.11
1990-12-14,6752.04
1990-12-17,6795.66
1990-12-18,6845.86
1990-12-19,6883.57
1990-12-20,6979.53
1990-12-21,7014.24
1990-12-24,6939.16
1990-12-25,6939.16
1990-12-26,6939.16
1990-12-27,6955.85
1990-12-28,6977.52
1990-12-31,6948.86
1991-01-01,6948.86
1991-01-02,7097.34
1991-01-03,6997.65
1991-01-04,7019.49
1991-01-07,7179.96
1991-01-08,7101.91
1991-01-09,7044.76
1991-01-10,7122.52
1991-01-11,7136.08
1991-01-14,7260.59
1991-01-15,7323.45
1991-01-16,7395.39
1991-01-17,6954.41
1991-01-18,6938.81
1991-01-21,6872.84
1991-01-22,7009.93
1991-01-23,6972.91
1991-01-24,6893.84
1991-01-25,6897.1
1991-01-28,6899.19
1991-01-29,6963.0
1991-01-30,6815.03
1991-01-31,6810.58
1991-02-01,6777.32
1991-02-04,6758.15
1991-02-05,6815.41
1991-02-06,6703.63
1991-02-07,6775.06
1991-02-08,6915.98
1991-02-11,6795.22
1991-02-12,6816.95
1991-02-13,6886.47
1991-02-14,6923.48
1991-02-15,6908.32
1991-02-18,6875.99
1991-02-19,6924.34
1991-02-20,6957.84
1991-02-21,6906.34
1991-02-22,6825.32
1991-02-25,6820.09
1991-02-26,6825.84
1991-02-27,6862.91
1991-02-28,6917.02
1991-03-01,7010.34
1991-03-04,7031.59
1991-03-05,6932.59
1991-03-06,6962.65
1991-03-07,6975.45
1991-03-08,7036.34
1991-03-11,7214.22
1991-03-12,6949.85
1991-03-13,6994.8
1991-03-14,6970.9
1991-03-15,7010.26
1991-03-18,7086.06
1991-03-19,7043.29
1991-03-20,7063.35
1991-03-21,6982.26
1991-03-22,6964.89
1991-03-25,7024.16
1991-03-26,6954.1
1991-03-27,6922.24
1991-03-28,6942.23
1991-03-29,6942.23
1991-04-01,6942.23
1991-04-02,7034.74
1991-04-03,7025.68
1991-04-04,7049.5
1991-04-05,7055.1
1991-04-08,7081.24
1991-04-09,7177.33
1991-04-10,7168.99
1991-04-11,7163.27
1991-04-12,7183.0
1991-04-15,7346.92
1991-04-16,7123.02
1991-04-17,7119.9
1991-04-18,7147.54
1991-04-19,7155.72
1991-04-22,7245.96
1991-04-23,7193.09
1991-04-24,7181.09
1991-04-25,7162.39
1991-04-26,7134.14
1991-04-29,7076.44
1991-04-30,7226.59
1991-05-01,7202.35
1991-05-02,7154.18
1991-05-03,7089.03
1991-05-06,7089.03
1991-05-07,7255.44
1991-05-08,7275.11
1991-05-09,7300.34
1991-05-10,7297.93
1991-05-13,7324.49
1991-05-14,7311.36
1991-05-15,7384.19
1991-05-16,7287.29
1991-05-17,7278.88
1991-05-20,7186.73
1991-05-21,7349.64
1991-05-22,7360.23
1991-05-23,7342.44
1991-05-24,7442.91
1991-05-27,7442.91
1991-05-28,7345.34
1991-05-29,7471.97
1991-05-30,7491.29
1991-05-31,7527.25
1991-06-03,7527.31
1991-06-04,7609.76
1991-06-05,7608.37
1991-06-06,7655.8
1991-06-07,7724.24
1991-06-10,7756.03
1991-06-11,7804.74
1991-06-12,7783.63
1991-06-13,7739.69
1991-06-14,7713.78
1991-06-17,7667.51
1991-06-18,7820.61
1991-06-19,7771.1
1991-06-20,7764.45
1991-06-21,7704.5
1991-06-24,7470.68
1991-06-25,7675.56
1991-06-26,7719.47
1991-06-27,7684.7
1991-06-28,7785.63
1991-07-01,7786.87
1991-07-02,8487.76
1991-07-03,9685.62
1991-07-04,9605.1
1991-07-05,9652.66
1991-07-08,9324.49
1991-07-09,9550.28
1991-07-10,9620.76
1991-07-11,9506.87
1991-07-12,9502.32
1991-07-15,9348.02
1991-07-16,9574.33
1991-07-17,9570.2
1991-07-18,9544.21
1991-07-19,9560.25
1991-07-22,9458.21
1991-07-23,9454.9
1991-07-24,9419.15
1991-07-25,9381.44
1991-07-26,9377.68
1991-07-29,9310.1
1991-07-30,9300.92
1991-07-31,9347.97
1991-08-01,9345.5
1991-08-02,9262.07
1991-08-05,9045.97
1991-08-06,9129.36
1991-08-07,9132.33
1991-08-08,9152.11
1991-08-09,9227.46
1991-08-12,9260.88
1991-08-13,9211.88
1991-08-14,9253.15
1991-08-15,9300.54
1991-08-16,9281.7
1991-08-19,9337.36
1991-08-20,9205.06
1991-08-21,9223.01
1991-08-22,9227.82
1991-08-23,9191.54
1991-08-26,9138.66
1991-08-27,9173.96
1991-08-28,9158.27
1991-08-29,9035.58
1991-08-30,8953.66
1991-09-02,8931.07
1991-09-03,8976.29
1991-09-04,8973.78
1991-09-05,8955.86
1991-09-06,8978.98
1991-09-09,9017.03
1991-09-10,9053.73
1991-09-11,8903.88
1991-09-12,8919.53
1991-09-13,8891.47
1991-09-16,8798.32
1991-09-17,8980.04
1991-09-18,9018.78
1991-09-19,9026.09
1991-09-20,9017.18
1991-09-23,9035.65
1991-09-24,9105.64
1991-09-25,9106.18
1991-09-26,9065.53
1991-09-27,9003.55
1991-09-30,9120.51
1991-10-01,9118.07
1991-10-02,9158.06
1991-10-03,9188.54
1991-10-04,9167.71
1991-10-07,9264.01
1991-10-08,9244.0
1991-10-09,9229.75
1991-10-10,9267.78
1991-10-11,9219.94
1991-10-14,9233.98
1991-10-15,9233.9
1991-10-16,9213.83
1991-10-17,9242.9
1991-10-18,9247.45
1991-10-21,9398.69
1991-10-22,9365.73
1991-10-23,9347.85
1991-10-24,9306.95
1991-10-25,9337.13
1991-10-28,9249.24
1991-10-29,9213.55
1991-10-30,9287.85
1991-10-31,9241.39
1991-11-01,9244.86
1991-11-04,9183.24
1991-11-05,9197.78
1991-11-06,9137.15
1991-11-07,9137.15
1991-11-08,9123.48
1991-11-11,9149.78
1991-11-12,9148.86
1991-11-13,9200.64
1991-11-14,9175.34
1991-11-15,9165.84
1991-11-18,9349.06
1991-11-19,9358.39
1991-11-20,9348.65
1991-11-21,9386.67
1991-11-22,9487.3
1991-11-25,9529.52
1991-11-26,9450.76
1991-11-27,9490.17
1991-11-28,9452.49
1991-11-29,9466.73
1991-12-02,9537.91
1991-12-03,9310.26
1991-12-04,9405.68
1991-12-05,9399.91
1991-12-06,9504.02
1991-12-09,9597.37
1991-12-10,9506.6
1991-12-11,9466.24
1991-12-12,9290.57
1991-12-13,9287.48
1991-12-16,9280.01
1991-12-17,9223.1
1991-12-18,9248.52
1991-12-19,9258.77
1991-12-20,9232.0
1991-12-23,9204.44
1991-12-24,9289.61
1991-12-25,9289.61
1991-12-26,9289.61
1991-12-27,9103.94
1991-12-30,9079.38
1991-12-31,9080.55
1992-01-01,9080.55
1992-01-02,9063.28
1992-01-03,9110.33
1992-01-06,9098.96
1992-01-07,9018.43
1992-01-08,9030.94
1992-01-09,9106.45
1992-01-10,9261.71
1992-01-13,9029.07
1992-01-14,9117.81
1992-01-15,9199.55
1992-01-16,9190.8
1992-01-17,9252.6
1992-01-20,9294.25
1992-01-21,9259.43
1992-01-22,9208.97
1992-01-23,9194.46
1992-01-24,9169.24
1992-01-27,9289.34
1992-01-28,9237.4
1992-01-29,9208.62
1992-01-30,9252.59
1992-01-31,9182.86
1992-02-03,9127.8
1992-02-04,9188.18
1992-02-05,9126.53
1992-02-06,9170.63
1992-02-07,9170.51
1992-02-10,9128.46
1992-02-11,9225.58
1992-02-12,9246.06
1992-02-13,9250.12
1992-02-14,9162.35
1992-02-17,9148.38
1992-02-18,9142.38
1992-02-19,9397.16
1992-02-20,9321.04
1992-02-21,9264.97
1992-02-24,9007.73
1992-02-25,9124.57
1992-02-26,9081.68
1992-02-27,9215.65
1992-02-28,9210.34
1992-03-02,9172.99
1992-03-03,9692.41
1992-03-04,9678.65
1992-03-05,9733.61
1992-03-06,9671.78
1992-03-09,9514.56
1992-03-10,9611.85
1992-03-11,9644.55
1992-03-12,9727.1
1992-03-13,9740.24
1992-03-16,9677.18
1992-03-17,9634.53
1992-03-18,9689.47
1992-03-19,9600.12
1992-03-20,9670.64
1992-03-23,9877.56
1992-03-24,9858.85
1992-03-25,9856.14
1992-03-26,9855.29
1992-03-27,9843.85
1992-03-30,9896.22
1992-03-31,9913.34
1992-04-01,9946.86
1992-04-02,9829.23
1992-04-03,9836.07
1992-04-06,9887.77
1992-04-07,9758.67
1992-04-08,9765.12
1992-04-09,9786.6
1992-04-10,9892.61
1992-04-13,9843.55
1992-04-14,9769.09
1992-04-15,9840.35
1992-04-16,9691.57
1992-04-17,9691.57
1992-04-20,9691.57
1992-04-21,9672.91
1992-04-22,9720.13
1992-04-23,9705.27
1992-04-24,9646.37
1992-04-27,9577.43
1992-04-28,9628.21
1992-04-29,9618.79
1992-04-30,9615.68
1992-05-01,9764.97
1992-05-04,9764.97
1992-05-05,9629.26
1992-05-06,9625.37
1992-05-07,9605.44
1992-05-08,9646.04
1992-05-11,9544.63
1992-05-12,9490.58
1992-05-13,9496.88
1992-05-14,9509.75
1992-05-15,9610.12
1992-05-18,9527.23
1992-05-19,9546.24
1992-05-20,9495.36
1992-05-21,9587.74
1992-05-22,9627.57
1992-05-25,9627.57
1992-05-26,9681.77
1992-05-27,9740.62
1992-05-28,9637.97
1992-05-29,9669.22
1992-06-01,9608.44
1992-06-02,9681.47
1992-06-03,9720.78
1992-06-04,9672.8
1992-06-05,9677.62
1992-06-08,9972.63
1992-06-09,9571.92
1992-06-10,9572.43
1992-06-11,9599.63
1992-06-12,9620.48
1992-06-15,9598.92
1992-06-16,9687.95
1992-06-17,9702.77
1992-06-18,9677.75
1992-06-19,9715.28
1992-06-22,9585.95
1992-06-23,9703.33
1992-06-24,9650.2
1992-06-25,9716.5
1992-06-26,9727.66
1992-06-29,9756.05
1992-06-30,9838.49
1992-07-01,9826.5
1992-07-02,9730.44
1992-07-03,9808.72
1992-07-06,9980.62
1992-07-07,9844.93
1992-07-08,9934.68
1992-07-09,9905.73
1992-07-10,9947.44
1992-07-13,9936.77
1992-07-14,9986.0
1992-07-15,10017.64
1992-07-16,10047.7
1992-07-17,10144.78
1992-07-20,10490.51
1992-07-21,10191.5
1992-07-22,10186.73
1992-07-23,10197.89
1992-07-24,10159.6
1992-07-27,10171.03
1992-07-28,10197.84
1992-07-29,10174.22
1992-07-30,10129.91
1992-07-31,10174.5
1992-08-03,10003.19
1992-08-04,10001.12
1992-08-05,9935.93
1992-08-06,9882.48
1992-08-07,9901.29
1992-08-10,9908.71
1992-08-11,9860.18
1992-08-12,9810.41
1992-08-13,9564.55
1992-08-14,9527.13
1992-08-17,9459.81
1992-08-18,9524.71
1992-08-19,9582.79
1992-08-20,9559.19
1992-08-21,9564.67
1992-08-24,9573.93
1992-08-25,9674.43
1992-08-26,9599.63
1992-08-27,9618.14
1992-08-28,9699.96
1992-08-31,9699.96
1992-09-01,9697.47
1992-09-02,9647.78
1992-09-03,9609.58
1992-09-04,9688.13
1992-09-07,9712.07
1992-09-08,9707.9
1992-09-09,9743.23
1992-09-10,9702.28
1992-09-11,9641.58
1992-09-14,9775.99
1992-09-15,9817.91
1992-09-16,9817.67
1992-09-17,9900.35
1992-09-18,9871.25
1992-09-21,9849.02
1992-09-22,9908.59
1992-09-23,9875.75
